,Rain_Events,Subcatchment,Imperviousness,width,Slope,NSE_L1,NSE_L2,PFE_L1,PFE_L2
388,2010-08-02,115,77,391,1,NaN,NaN,NaN,NaN
389,2010-08-02,116,64,172,5,NaN,NaN,NaN,NaN
390,2010-08-02,117,78,9,8,NaN,NaN,NaN,NaN
391,2010-08-02,118,55,31,1,NaN,NaN,NaN,NaN
392,2010-08-02,119,26,11,2,NaN,NaN,NaN,NaN
393,2010-08-02,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.8823872621382157,0.9703268193053157,0.04256808341661464,0.049001472091351195
394,2011-07-03,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.6332376994671959,0.7364003384362341,0.10786583739657031,0.3643869203472314
395,2011-07-04,101,65,387,1,NaN,NaN,NaN,NaN
396,2011-07-04,102,59,114,1,NaN,NaN,NaN,NaN
397,2011-07-04,103,35,96,6,NaN,NaN,NaN,NaN
398,2011-07-04,104,47,175,2,NaN,NaN,NaN,NaN
399,2011-07-04,105,16,207,3,NaN,NaN,NaN,NaN
400,2011-07-04,106,24,254,7,NaN,NaN,NaN,NaN
401,2011-07-04,107,33,106,4,NaN,NaN,NaN,NaN
402,2011-07-04,108,5,165,3,NaN,NaN,NaN,NaN
403,2011-07-04,109,28,188,2,NaN,NaN,NaN,NaN
404,2011-07-04,110,20,159,2,NaN,NaN,NaN,NaN
405,2011-07-04,111,20,109,3,NaN,NaN,NaN,NaN
406,2011-07-04,112,30,216,6,NaN,NaN,NaN,NaN
407,2011-07-04,113,93,121,5,NaN,NaN,NaN,NaN
408,2011-07-04,114,22,65,0,NaN,NaN,NaN,NaN
409,2011-07-04,115,78,415,1,NaN,NaN,NaN,NaN
410,2011-07-04,116,79,123,10,NaN,NaN,NaN,NaN
411,2011-07-04,117,88,23,9,NaN,NaN,NaN,NaN
412,2011-07-04,118,86,14,0,NaN,NaN,NaN,NaN
413,2011-07-04,119,25,6,1,NaN,NaN,NaN,NaN
414,2011-07-04,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.8859650112719133,0.9763339598983051,0.09576300493057716,0.09180471403509916
415,2013-10-10,101,36,326,4,NaN,NaN,NaN,NaN
416,2013-10-10,102,48,150,1,NaN,NaN,NaN,NaN
417,2013-10-10,103,52,147,5,NaN,NaN,NaN,NaN
418,2013-10-10,104,31,139,2,NaN,NaN,NaN,NaN
419,2013-10-10,105,21,159,7,NaN,NaN,NaN,NaN
420,2013-10-10,106,16,283,3,NaN,NaN,NaN,NaN
421,2013-10-10,107,33,87,2,NaN,NaN,NaN,NaN
422,2013-10-10,108,10,88,1,NaN,NaN,NaN,NaN
423,2013-10-10,109,25,124,5,NaN,NaN,NaN,NaN
424,2013-10-10,110,16,150,3,NaN,NaN,NaN,NaN
425,2013-10-10,111,13,56,1,NaN,NaN,NaN,NaN
426,2013-10-10,112,15,330,2,NaN,NaN,NaN,NaN
427,2013-10-10,113,93,154,2,NaN,NaN,NaN,NaN
428,2013-10-10,114,26,71,1,NaN,NaN,NaN,NaN
429,2013-10-10,115,88,364,1,NaN,NaN,NaN,NaN
430,2013-10-10,116,88,152,5,NaN,NaN,NaN,NaN
431,2013-10-10,117,89,16,9,NaN,NaN,NaN,NaN
432,2013-10-10,118,87,35,0,NaN,NaN,NaN,NaN
433,2013-10-10,119,22,15,1,NaN,NaN,NaN,NaN
434,2013-10-10,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.9504322700439793,0.9598826893937182,0.030438048999971327,0.12776567136407593
435,2014-05-18,101,98,548,3,NaN,NaN,NaN,NaN
436,2014-05-18,102,63,85,2,NaN,NaN,NaN,NaN
437,2014-05-18,103,29,189,4,NaN,NaN,NaN,NaN
438,2014-05-18,104,34,168,4,NaN,NaN,NaN,NaN
439,2014-05-18,105,17,107,8,NaN,NaN,NaN,NaN
440,2014-05-18,106,20,152,4,NaN,NaN,NaN,NaN
441,2014-05-18,107,39,43,4,NaN,NaN,NaN,NaN
442,2014-05-18,108,7,170,1,NaN,NaN,NaN,NaN
443,2014-05-18,109,36,112,5,NaN,NaN,NaN,NaN
444,2014-05-18,110,11,92,3,NaN,NaN,NaN,NaN
445,2014-05-18,111,23,122,2,NaN,NaN,NaN,NaN
446,2014-05-18,112,29,205,2,NaN,NaN,NaN,NaN
447,2014-05-18,113,87,196,2,NaN,NaN,NaN,NaN
448,2014-05-18,114,23,50,1,NaN,NaN,NaN,NaN
449,2014-05-18,115,69,250,0,NaN,NaN,NaN,NaN
450,2014-05-18,116,67,142,6,NaN,NaN,NaN,NaN
451,2014-05-18,117,66,22,8,NaN,NaN,NaN,NaN
452,2014-05-18,118,40,20,1,NaN,NaN,NaN,NaN
453,2014-05-18,119,44,6,2,NaN,NaN,NaN,NaN
454,2014-05-18,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.963250803898485,0.9940912941584559,0.03682460544377718,0.014696842449742722
455,2014-05-26,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,-1.4342009139486431,-4.239856914012828,0.2997747029989778,0.5982329847266697
456,2014-07-08,101,97,440,3,NaN,NaN,NaN,NaN
457,2014-07-08,102,46,158,1,NaN,NaN,NaN,NaN
458,2014-07-08,103,53,182,8,NaN,NaN,NaN,NaN
459,2014-07-08,104,38,221,3,NaN,NaN,NaN,NaN
460,2014-07-08,105,13,145,5,NaN,NaN,NaN,NaN
461,2014-07-08,106,23,194,3,NaN,NaN,NaN,NaN
462,2014-07-08,107,30,52,4,NaN,NaN,NaN,NaN
463,2014-07-08,108,8,163,2,NaN,NaN,NaN,NaN
464,2014-07-08,109,31,171,5,NaN,NaN,NaN,NaN
465,2014-07-08,110,21,91,6,NaN,NaN,NaN,NaN
466,2014-07-08,111,17,118,3,NaN,NaN,NaN,NaN
467,2014-07-08,112,18,148,6,NaN,NaN,NaN,NaN
468,2014-07-08,113,59,149,6,NaN,NaN,NaN,NaN
469,2014-07-08,114,25,70,0,NaN,NaN,NaN,NaN
470,2014-07-08,115,57,442,0,NaN,NaN,NaN,NaN
471,2014-07-08,116,68,215,9,NaN,NaN,NaN,NaN
472,2014-07-08,117,98,21,3,NaN,NaN,NaN,NaN
473,2014-07-08,118,90,34,0,NaN,NaN,NaN,NaN
474,2014-07-08,119,39,17,1,NaN,NaN,NaN,NaN
475,2014-07-08,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.9293999547104291,0.994775673668503,0.06517196584547874,0.01887785405000979
476,2014-09-19,101,92,274,2,NaN,NaN,NaN,NaN
477,2014-09-19,102,30,111,2,NaN,NaN,NaN,NaN
478,2014-09-19,103,49,82,7,NaN,NaN,NaN,NaN
479,2014-09-19,104,17,79,4,NaN,NaN,NaN,NaN
480,2014-09-19,105,19,106,9,NaN,NaN,NaN,NaN
481,2014-09-19,106,26,222,4,NaN,NaN,NaN,NaN
482,2014-09-19,107,20,112,3,NaN,NaN,NaN,NaN
483,2014-09-19,108,4,155,4,NaN,NaN,NaN,NaN
484,2014-09-19,109,35,197,3,NaN,NaN,NaN,NaN
485,2014-09-19,110,17,228,3,NaN,NaN,NaN,NaN
486,2014-09-19,111,17,111,2,NaN,NaN,NaN,NaN
487,2014-09-19,112,27,194,5,NaN,NaN,NaN,NaN
488,2014-09-19,113,93,119,3,NaN,NaN,NaN,NaN
489,2014-09-19,114,12,64,0,NaN,NaN,NaN,NaN
490,2014-09-19,115,85,298,0,NaN,NaN,NaN,NaN
491,2014-09-19,116,59,225,11,NaN,NaN,NaN,NaN
492,2014-09-19,117,60,11,5,NaN,NaN,NaN,NaN
493,2014-09-19,118,74,12,1,NaN,NaN,NaN,NaN
494,2014-09-19,119,19,17,2,NaN,NaN,NaN,NaN
495,2014-09-19,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.8901850842560315,0.9663051790309664,0.06532523504890263,0.1350222032838558
496,2014-10-21,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.5692676870026652,0.8963488475821582,0.0933573131131416,0.17200517106209903
497,2015-08-17,101,47,560,3,NaN,NaN,NaN,NaN
498,2015-08-17,102,58,136,2,NaN,NaN,NaN,NaN
499,2015-08-17,103,38,130,3,NaN,NaN,NaN,NaN
500,2015-08-17,104,21,185,3,NaN,NaN,NaN,NaN
501,2015-08-17,105,12,107,8,NaN,NaN,NaN,NaN
502,2015-08-17,106,12,166,2,NaN,NaN,NaN,NaN
503,2015-08-17,107,31,99,5,NaN,NaN,NaN,NaN
504,2015-08-17,108,4,94,3,NaN,NaN,NaN,NaN
505,2015-08-17,109,32,268,3,NaN,NaN,NaN,NaN
506,2015-08-17,110,12,107,3,NaN,NaN,NaN,NaN
507,2015-08-17,111,8,60,1,NaN,NaN,NaN,NaN
508,2015-08-17,112,20,250,2,NaN,NaN,NaN,NaN
509,2015-08-17,113,65,156,2,NaN,NaN,NaN,NaN
510,2015-08-17,114,24,70,1,NaN,NaN,NaN,NaN
511,2015-08-17,115,47,453,0,NaN,NaN,NaN,NaN
512,2015-08-17,116,81,199,9,NaN,NaN,NaN,NaN
513,2015-08-17,117,86,20,6,NaN,NaN,NaN,NaN
514,2015-08-17,118,43,35,0,NaN,NaN,NaN,NaN
515,2015-08-17,119,31,8,2,NaN,NaN,NaN,NaN
516,2015-08-17,Name_imper,Perc_imper,Width_imper,Perc_slope_imper,0.924949289748465,0.9551924520509715,0.10035811513320439,0.14671989669540128
